store,traffic,orders,conversion,sales,dpt,units,upt,tphw,sphw
laval,115820,8233.0,0.07108444137454671,1615427.01,196.21365358921415,9229.0,1.1209765577553747,9.56253586363766,133.375744415593
limeridge,43192,3483.0,0.08063993332098537,695875.2,199.7919035314384,4098.0,1.1765719207579672,5.35315247949333,86.245741162667
mapleview,43339,2654.0,0.06123814578093634,565528.87,213.08548229088169,3116.0,1.174076865109269,5.59884764943738,73.059138062449
marketmall,22900,1551.0,0.06772925764192139,325663.99,209.9703352675693,1939.0,1.250161186331399,7.27611643904532,103.474633678781
massonville,35206,2442.0,0.069363176731239,545776.38,223.4956511056511,2859.0,1.1707616707616708,5.71040836518759,88.5248538849571
mtltrust,107468,7263.0,0.06758290840064018,1404765.11,193.41389370783423,8345.0,1.1489742530634723,10.2177423316383,133.560947728213
Ontario,555700,35333.0,0.06358286845420191,7169958.53,202.9252690119718,40495.0,1.146095717884131,6.69429083924993,86.3735607435323
oshawa,30201,2284.0,0.07562663487963975,502150.0,219.8555166374781,2694.0,1.179509632224168,5.41990943188548,90.1164703559913
ottawa,55813,3634.0,0.06511027896726569,726588.77,199.94187396807925,4068.0,1.1194276279581727,7.4919627815823,97.5324032457611
pacificcentre,14901,526.0,0.03529964431917321,99611.83,189.37610266159695,566.0,1.0760456273764258,9.82267633487146,65.6636980883322
polopark,15073,697.0,0.04624162409606581,137551.0,197.34720229555236,821.0,1.1779053084648494,8.78943378622661,80.2093416525746
Quebec,805625,76104.0,0.09446578743211792,14494777.177837184,190.4601226983757,90344.0,1.187112372542836,8.44944639629248,152.022147761476
REGIONAL_ON,35206,2442.0,0.069363176731239,545776.38,223.4956511056511,2859.0,1.1707616707616708,5.71040836518759,88.5248538849571
REGIONAL_QC,146282,8175.0,0.055885208022859956,1812173.92,221.672650764526,9644.0,1.1796941896024464,7.68448581242047,95.1971177443458
rivieres,37191,2223.0,0.05977252561103493,448242.5,201.63855150697256,2502.0,1.125506072874494,7.70318972659486,92.8422742336371
scarborough,48146,2567.0,0.0533169941428156,530137.93,206.5204246201792,2927.0,1.140241527074406,7.22468150237841,79.5513167569514
sherbrooke,59498,3469.0,0.0583044808228848,801854.95,231.1487316229461,4243.0,1.2231190544825599,7.54705971891014,101.711775077376
sherway,50416,3201.0,0.06349174865122184,639793.83,199.8731115276476,3689.0,1.1524523586379256,7.32467758885375,92.9523073644856
squareone,35861,1815.0,0.050612085552550125,359509.2,198.07669421487603,2036.0,1.121763085399449,7.58756880847178,76.0659432887717
stbruno,84078,6373.0,0.07579866314612621,1483024.97,232.70437313667034,7598.0,1.192217166169779,8.44273886768076,148.91877252028
stefoy,61844,3539.0,0.057224629713472606,755775.3216007161,213.55618016409045,4094.0,1.1568239615710654,10.7618417847075,131.516952911411
uppercanada,36041,2576.0,0.07147415443522655,557040.9,216.2425854037267,3005.0,1.1665372670807452,5.16257949922649,79.7915687847361
vaughan,21695,950.0,0.04378889144964278,186599.91,196.42095789473683,1081.0,1.1378947368421053,6.63398176508662,57.0592486889516
West,76379,3929.0,0.05144084106888019,780559.79,198.66627386103335,4683.0,1.1919063374904555,7.5687093817353,77.3488813100242
westedmonton,10074,561.0,0.055687909469922574,108998.74,194.2936541889483,681.0,1.213903743315508,5.87336753731343,63.5487056902985
